year,fuel,energy_[pj],category,state
2005,bagasse [pj],109.053,consumption_of_fuels,Australia
2006,bagasse [pj],110.83,consumption_of_fuels,Australia
2007,bagasse [pj],110.839,consumption_of_fuels,Australia
2008,bagasse [pj],65.436,consumption_of_fuels,Australia
2009,bagasse [pj],93.328,consumption_of_fuels,Australia
2010,bagasse [pj],83.343,consumption_of_fuels,Australia
2011,bagasse [pj],84.851,consumption_of_fuels,Australia
2012,bagasse [pj],94.855,consumption_of_fuels,Australia
2013,bagasse [pj],90.228,consumption_of_fuels,Australia
2014,bagasse [pj],102.885,consumption_of_fuels,Australia
2015,bagasse [pj],102.218,consumption_of_fuels,Australia
2016,bagasse [pj],110.298,consumption_of_fuels,Australia
2017,bagasse [pj],100.228,consumption_of_fuels,Australia
2018,bagasse [pj],91.324,consumption_of_fuels,Australia
2019,bagasse [pj],83.844,consumption_of_fuels,Australia
2020,bagasse [pj],87.968,consumption_of_fuels,Australia
2021,bagasse [pj],84.442,consumption_of_fuels,Australia
2022,bagasse [pj],92.273,consumption_of_fuels,Australia
,bagasse [pj],,consumption_of_fuels,Australia
,bagasse [pj],,consumption_of_fuels,Australia
,bagasse [pj],,consumption_of_fuels,Australia
,bagasse [pj],,consumption_of_fuels,Australia
,bagasse [pj],,consumption_of_fuels,Australia
,bagasse [pj],,consumption_of_fuels,Australia
,bagasse [pj],,consumption_of_fuels,Australia
1960,refinery_input [pj],546.7,consumption_of_fuels,Australia
1961,refinery_input [pj],576.4,consumption_of_fuels,Australia
1962,refinery_input [pj],648.8,consumption_of_fuels,Australia
1963,refinery_input [pj],682.6,consumption_of_fuels,Australia
1964,refinery_input [pj],735.1,consumption_of_fuels,Australia
1965,refinery_input [pj],791.2,consumption_of_fuels,Australia
1966,refinery_input [pj],896.3,consumption_of_fuels,Australia
1967,refinery_input [pj],961.0,consumption_of_fuels,Australia
1968,refinery_input [pj],1007.5,consumption_of_fuels,Australia
1969,refinery_input [pj],1077.5,consumption_of_fuels,Australia
1970,refinery_input [pj],1091.0,consumption_of_fuels,Australia
1971,refinery_input [pj],1136.8,consumption_of_fuels,Australia
1972,refinery_input [pj],1151.9,consumption_of_fuels,Australia
1973,refinery_input [pj],1230.1,consumption_of_fuels,Australia
1974,refinery_input [pj],1231.9,consumption_of_fuels,Australia
1975,refinery_input [pj],1233.7,consumption_of_fuels,Australia
1976,refinery_input [pj],1289.8,consumption_of_fuels,Australia
1977,refinery_input [pj],1331.1,consumption_of_fuels,Australia
1978,refinery_input [pj],1320.4,consumption_of_fuels,Australia
1979,refinery_input [pj],1312.8,consumption_of_fuels,Australia
1980,refinery_input [pj],1261.7,consumption_of_fuels,Australia
1981,refinery_input [pj],1276.1,consumption_of_fuels,Australia
1982,refinery_input [pj],1235.6,consumption_of_fuels,Australia
1983,refinery_input [pj],1260.9,consumption_of_fuels,Australia
1984,refinery_input [pj],1267.5,consumption_of_fuels,Australia
1985,refinery_input [pj],1247.2,consumption_of_fuels,Australia
1986,refinery_input [pj],1233.4,consumption_of_fuels,Australia
1987,refinery_input [pj],1321.6,consumption_of_fuels,Australia
1988,refinery_input [pj],1345.7,consumption_of_fuels,Australia
1989,refinery_input [pj],1386.3,consumption_of_fuels,Australia
1990,refinery_input [pj],1421.4,consumption_of_fuels,Australia
1991,refinery_input [pj],1440.0,consumption_of_fuels,Australia
1992,refinery_input [pj],1494.8,consumption_of_fuels,Australia
1993,refinery_input [pj],1518.1,consumption_of_fuels,Australia
1994,refinery_input [pj],1562.3,consumption_of_fuels,Australia
1995,refinery_input [pj],1623.5,consumption_of_fuels,Australia
1996,refinery_input [pj],1648.0,consumption_of_fuels,Australia
1997,refinery_input [pj],1671.5,consumption_of_fuels,Australia
1998,refinery_input [pj],1675.8,consumption_of_fuels,Australia
1999,refinery_input [pj],1672.8,consumption_of_fuels,Australia
2000,refinery_input [pj],1702.0,consumption_of_fuels,Australia
2001,refinery_input [pj],1674.8,consumption_of_fuels,Australia
2002,refinery_input [pj],1629.467,consumption_of_fuels,Australia
2003,refinery_input [pj],1530.959,consumption_of_fuels,Australia
2004,refinery_input [pj],1543.687,consumption_of_fuels,Australia
2005,refinery_input [pj],1409.193,consumption_of_fuels,Australia
2006,refinery_input [pj],1505.667,consumption_of_fuels,Australia
2007,refinery_input [pj],1464.63,consumption_of_fuels,Australia
2008,refinery_input [pj],1480.73,consumption_of_fuels,Australia
2009,refinery_input [pj],1437.92,consumption_of_fuels,Australia
2010,refinery_input [pj],1632.777,consumption_of_fuels,Australia
2011,refinery_input [pj],1557.521,consumption_of_fuels,Australia
2012,refinery_input [pj],1551.483,consumption_of_fuels,Australia
2013,refinery_input [pj],1450.187,consumption_of_fuels,Australia
2014,refinery_input [pj],1265.572,consumption_of_fuels,Australia
2015,refinery_input [pj],1105.744,consumption_of_fuels,Australia
2016,refinery_input [pj],1073.06,consumption_of_fuels,Australia
2017,refinery_input [pj],1133.587,consumption_of_fuels,Australia
2018,refinery_input [pj],1130.388,consumption_of_fuels,Australia
2019,refinery_input [pj],1014.501,consumption_of_fuels,Australia
2020,refinery_input [pj],844.235,consumption_of_fuels,Australia
2021,refinery_input [pj],600.402,consumption_of_fuels,Australia
2022,refinery_input [pj],572.476,consumption_of_fuels,Australia
,refinery_input [pj],,consumption_of_fuels,Australia
,refinery_input [pj],,consumption_of_fuels,Australia
,refinery_input [pj],,consumption_of_fuels,Australia
,refinery_input [pj],,consumption_of_fuels,Australia
,refinery_input [pj],,consumption_of_fuels,Australia
,refinery_input [pj],,consumption_of_fuels,Australia
,refinery_input [pj],,consumption_of_fuels,Australia
1960,petroleum_products [pj],510.0,consumption_of_fuels,Australia
1961,petroleum_products [pj],537.3,consumption_of_fuels,Australia
1962,petroleum_products [pj],581.9,consumption_of_fuels,Australia
1963,petroleum_products [pj],656.8,consumption_of_fuels,Australia
1964,petroleum_products [pj],719.9,consumption_of_fuels,Australia
1965,petroleum_products [pj],784.7,consumption_of_fuels,Australia
1966,petroleum_products [pj],853.1,consumption_of_fuels,Australia
1967,petroleum_products [pj],932.3,consumption_of_fuels,Australia
1968,petroleum_products [pj],1029.2,consumption_of_fuels,Australia
1969,petroleum_products [pj],1098.6,consumption_of_fuels,Australia
1970,petroleum_products [pj],1134.1,consumption_of_fuels,Australia
1971,petroleum_products [pj],1189.1,consumption_of_fuels,Australia
1972,petroleum_products [pj],1217.6,consumption_of_fuels,Australia
1973,petroleum_products [pj],1348.9,consumption_of_fuels,Australia
1974,petroleum_products [pj],1344.4,consumption_of_fuels,Australia
1975,petroleum_products [pj],1355.9,consumption_of_fuels,Australia
1976,petroleum_products [pj],1430.7,consumption_of_fuels,Australia
1977,petroleum_products [pj],1459.2,consumption_of_fuels,Australia
1978,petroleum_products [pj],1461.0,consumption_of_fuels,Australia
1979,petroleum_products [pj],1432.5,consumption_of_fuels,Australia
1980,petroleum_products [pj],1378.5,consumption_of_fuels,Australia
1981,petroleum_products [pj],1360.6,consumption_of_fuels,Australia
1982,petroleum_products [pj],1281.1,consumption_of_fuels,Australia
1983,petroleum_products [pj],1328.8,consumption_of_fuels,Australia
1984,petroleum_products [pj],1331.6,consumption_of_fuels,Australia
1985,petroleum_products [pj],1328.3,consumption_of_fuels,Australia
1986,petroleum_products [pj],1339.2,consumption_of_fuels,Australia
1987,petroleum_products [pj],1395.5,consumption_of_fuels,Australia
1988,petroleum_products [pj],1459.2,consumption_of_fuels,Australia
1989,petroleum_products [pj],1477.2,consumption_of_fuels,Australia
1990,petroleum_products [pj],1466.6,consumption_of_fuels,Australia
1991,petroleum_products [pj],1473.7,consumption_of_fuels,Australia
1992,petroleum_products [pj],1524.1,consumption_of_fuels,Australia
1993,petroleum_products [pj],1566.5,consumption_of_fuels,Australia
1994,petroleum_products [pj],1642.1,consumption_of_fuels,Australia
1995,petroleum_products [pj],1694.0,consumption_of_fuels,Australia
1996,petroleum_products [pj],1686.8,consumption_of_fuels,Australia
1997,petroleum_products [pj],1704.9,consumption_of_fuels,Australia
1998,petroleum_products [pj],1723.4,consumption_of_fuels,Australia
1999,petroleum_products [pj],1778.6,consumption_of_fuels,Australia
2000,petroleum_products [pj],1740.5,consumption_of_fuels,Australia
2001,petroleum_products [pj],1760.3,consumption_of_fuels,Australia
2002,petroleum_products [pj],1800.553,consumption_of_fuels,Australia
2003,petroleum_products [pj],1906.66,consumption_of_fuels,Australia
2004,petroleum_products [pj],1969.351,consumption_of_fuels,Australia
2005,petroleum_products [pj],1998.675,consumption_of_fuels,Australia
2006,petroleum_products [pj],2024.968,consumption_of_fuels,Australia
2007,petroleum_products [pj],2084.207,consumption_of_fuels,Australia
2008,petroleum_products [pj],2067.99,consumption_of_fuels,Australia
2009,petroleum_products [pj],2097.267,consumption_of_fuels,Australia
2010,petroleum_products [pj],2189.176,consumption_of_fuels,Australia
2011,petroleum_products [pj],2286.973,consumption_of_fuels,Australia
2012,petroleum_products [pj],2345.902,consumption_of_fuels,Australia
2013,petroleum_products [pj],2366.188,consumption_of_fuels,Australia
2014,petroleum_products [pj],2339.726,consumption_of_fuels,Australia
2015,petroleum_products [pj],2343.13,consumption_of_fuels,Australia
2016,petroleum_products [pj],2385.845,consumption_of_fuels,Australia
2017,petroleum_products [pj],2442.767,consumption_of_fuels,Australia
2018,petroleum_products [pj],2449.726,consumption_of_fuels,Australia
2019,petroleum_products [pj],2282.744,consumption_of_fuels,Australia
2020,petroleum_products [pj],2132.781,consumption_of_fuels,Australia
2021,petroleum_products [pj],2136.621,consumption_of_fuels,Australia
2022,petroleum_products [pj],2308.622,consumption_of_fuels,Australia
,petroleum_products [pj],,consumption_of_fuels,Australia
,petroleum_products [pj],,consumption_of_fuels,Australia
,petroleum_products [pj],,consumption_of_fuels,Australia
,petroleum_products [pj],,consumption_of_fuels,Australia
,petroleum_products [pj],,consumption_of_fuels,Australia
,petroleum_products [pj],,consumption_of_fuels,Australia
,petroleum_products [pj],,consumption_of_fuels,Australia
1960,natural_gas [pj],,consumption_of_fuels,Australia
1961,natural_gas [pj],,consumption_of_fuels,Australia
1962,natural_gas [pj],0.1,consumption_of_fuels,Australia
1963,natural_gas [pj],0.1,consumption_of_fuels,Australia
1964,natural_gas [pj],0.1,consumption_of_fuels,Australia
1965,natural_gas [pj],0.2,consumption_of_fuels,Australia
1966,natural_gas [pj],0.2,consumption_of_fuels,Australia
1967,natural_gas [pj],0.2,consumption_of_fuels,Australia
1968,natural_gas [pj],2.1,consumption_of_fuels,Australia
1969,natural_gas [pj],29.5,consumption_of_fuels,Australia
1970,natural_gas [pj],74.4,consumption_of_fuels,Australia
1971,natural_gas [pj],102.2,consumption_of_fuels,Australia
1972,natural_gas [pj],144.1,consumption_of_fuels,Australia
1973,natural_gas [pj],172.5,consumption_of_fuels,Australia
1974,natural_gas [pj],189.2,consumption_of_fuels,Australia
1975,natural_gas [pj],211.2,consumption_of_fuels,Australia
1976,natural_gas [pj],256.2,consumption_of_fuels,Australia
1977,natural_gas [pj],283.0,consumption_of_fuels,Australia
1978,natural_gas [pj],314.9,consumption_of_fuels,Australia
1979,natural_gas [pj],362.6,consumption_of_fuels,Australia
1980,natural_gas [pj],416.0,consumption_of_fuels,Australia
1981,natural_gas [pj],462.0,consumption_of_fuels,Australia
1982,natural_gas [pj],466.2,consumption_of_fuels,Australia
1983,natural_gas [pj],490.0,consumption_of_fuels,Australia
1984,natural_gas [pj],523.3,consumption_of_fuels,Australia
1985,natural_gas [pj],570.7,consumption_of_fuels,Australia
1986,natural_gas [pj],588.4,consumption_of_fuels,Australia
1987,natural_gas [pj],610.5,consumption_of_fuels,Australia
1988,natural_gas [pj],627.8,consumption_of_fuels,Australia
1989,natural_gas [pj],688.0,consumption_of_fuels,Australia
1990,natural_gas [pj],655.4,consumption_of_fuels,Australia
1991,natural_gas [pj],678.6,consumption_of_fuels,Australia
1992,natural_gas [pj],707.0,consumption_of_fuels,Australia
1993,natural_gas [pj],736.8,consumption_of_fuels,Australia
1994,natural_gas [pj],793.1,consumption_of_fuels,Australia
1995,natural_gas [pj],797.0,consumption_of_fuels,Australia
1996,natural_gas [pj],818.4,consumption_of_fuels,Australia
1997,natural_gas [pj],859.3,consumption_of_fuels,Australia
1998,natural_gas [pj],888.4,consumption_of_fuels,Australia
1999,natural_gas [pj],924.3,consumption_of_fuels,Australia
2000,natural_gas [pj],961.7,consumption_of_fuels,Australia
2001,natural_gas [pj],976.4,consumption_of_fuels,Australia
2002,natural_gas [pj],942.133,consumption_of_fuels,Australia
2003,natural_gas [pj],973.985,consumption_of_fuels,Australia
2004,natural_gas [pj],996.442,consumption_of_fuels,Australia
2005,natural_gas [pj],1000.854,consumption_of_fuels,Australia
2006,natural_gas [pj],1131.909,consumption_of_fuels,Australia
2007,natural_gas [pj],1168.703,consumption_of_fuels,Australia
2008,natural_gas [pj],1252.872,consumption_of_fuels,Australia
2009,natural_gas [pj],1257.834,consumption_of_fuels,Australia
2010,natural_gas [pj],1274.207,consumption_of_fuels,Australia
2011,natural_gas [pj],1338.544,consumption_of_fuels,Australia
2012,natural_gas [pj],1376.47,consumption_of_fuels,Australia
2013,natural_gas [pj],1383.756,consumption_of_fuels,Australia
2014,natural_gas [pj],1406.951,consumption_of_fuels,Australia
2015,natural_gas [pj],1440.327,consumption_of_fuels,Australia
2016,natural_gas [pj],1477.62,consumption_of_fuels,Australia
2017,natural_gas [pj],1534.393,consumption_of_fuels,Australia
2018,natural_gas [pj],1561.924,consumption_of_fuels,Australia
2019,natural_gas [pj],1623.785,consumption_of_fuels,Australia
2020,natural_gas [pj],1561.075,consumption_of_fuels,Australia
2021,natural_gas [pj],1559.345,consumption_of_fuels,Australia
2022,natural_gas [pj],1518.128,consumption_of_fuels,Australia
,natural_gas [pj],,consumption_of_fuels,Australia
,natural_gas [pj],,consumption_of_fuels,Australia
,natural_gas [pj],,consumption_of_fuels,Australia
,natural_gas [pj],,consumption_of_fuels,Australia
,natural_gas [pj],,consumption_of_fuels,Australia
,natural_gas [pj],,consumption_of_fuels,Australia
,natural_gas [pj],,consumption_of_fuels,Australia
1960,town_gas [pj],27.9,consumption_of_fuels,Australia
1961,town_gas [pj],27.9,consumption_of_fuels,Australia
1962,town_gas [pj],28.3,consumption_of_fuels,Australia
1963,town_gas [pj],29.8,consumption_of_fuels,Australia
1964,town_gas [pj],29.2,consumption_of_fuels,Australia
1965,town_gas [pj],30.7,consumption_of_fuels,Australia
1966,town_gas [pj],31.8,consumption_of_fuels,Australia
1967,town_gas [pj],32.9,consumption_of_fuels,Australia
1968,town_gas [pj],35.0,consumption_of_fuels,Australia
1969,town_gas [pj],,consumption_of_fuels,Australia
1970,town_gas [pj],,consumption_of_fuels,Australia
1971,town_gas [pj],,consumption_of_fuels,Australia
1972,town_gas [pj],,consumption_of_fuels,Australia
1973,town_gas [pj],20.6,consumption_of_fuels,Australia
1974,town_gas [pj],20.0,consumption_of_fuels,Australia
1975,town_gas [pj],19.3,consumption_of_fuels,Australia
1976,town_gas [pj],18.4,consumption_of_fuels,Australia
1977,town_gas [pj],17.2,consumption_of_fuels,Australia
1978,town_gas [pj],16.5,consumption_of_fuels,Australia
1979,town_gas [pj],16.4,consumption_of_fuels,Australia
1980,town_gas [pj],16.4,consumption_of_fuels,Australia
1981,town_gas [pj],14.6,consumption_of_fuels,Australia
1982,town_gas [pj],14.8,consumption_of_fuels,Australia
1983,town_gas [pj],15.5,consumption_of_fuels,Australia
1984,town_gas [pj],15.0,consumption_of_fuels,Australia
1985,town_gas [pj],13.0,consumption_of_fuels,Australia
1986,town_gas [pj],11.5,consumption_of_fuels,Australia
1987,town_gas [pj],10.2,consumption_of_fuels,Australia
1988,town_gas [pj],9.5,consumption_of_fuels,Australia
1989,town_gas [pj],8.6,consumption_of_fuels,Australia
1990,town_gas [pj],8.2,consumption_of_fuels,Australia
1991,town_gas [pj],8.4,consumption_of_fuels,Australia
1992,town_gas [pj],9.7,consumption_of_fuels,Australia
1993,town_gas [pj],9.6,consumption_of_fuels,Australia
1994,town_gas [pj],9.9,consumption_of_fuels,Australia
1995,town_gas [pj],5.6,consumption_of_fuels,Australia
1996,town_gas [pj],4.8,consumption_of_fuels,Australia
1997,town_gas [pj],3.7,consumption_of_fuels,Australia
1998,town_gas [pj],3.3,consumption_of_fuels,Australia
1999,town_gas [pj],3.3,consumption_of_fuels,Australia
2000,town_gas [pj],3.3,consumption_of_fuels,Australia
2001,town_gas [pj],3.4,consumption_of_fuels,Australia
2002,town_gas [pj],5.244,consumption_of_fuels,Australia
2003,town_gas [pj],5.2,consumption_of_fuels,Australia
2004,town_gas [pj],5.213,consumption_of_fuels,Australia
2005,town_gas [pj],5.07,consumption_of_fuels,Australia
2006,town_gas [pj],4.98,consumption_of_fuels,Australia
2007,town_gas [pj],3.835,consumption_of_fuels,Australia
2008,town_gas [pj],1.091,consumption_of_fuels,Australia
2009,town_gas [pj],0.416,consumption_of_fuels,Australia
2010,town_gas [pj],0.508,consumption_of_fuels,Australia
2011,town_gas [pj],0.18,consumption_of_fuels,Australia
2012,town_gas [pj],0.109,consumption_of_fuels,Australia
2013,town_gas [pj],0.122,consumption_of_fuels,Australia
2014,town_gas [pj],0.055,consumption_of_fuels,Australia
2015,town_gas [pj],0.039,consumption_of_fuels,Australia
2016,town_gas [pj],0.045,consumption_of_fuels,Australia
2017,town_gas [pj],0.08,consumption_of_fuels,Australia
2018,town_gas [pj],0.079,consumption_of_fuels,Australia
2019,town_gas [pj],0.076,consumption_of_fuels,Australia
2020,town_gas [pj],0.083,consumption_of_fuels,Australia
2021,town_gas [pj],0.08,consumption_of_fuels,Australia
