fuel_name,year,generation,unit,state,type
,2020,,gwh,Northern Territory,renewable
,2020,,gwh,Northern Territory,renewable
Black coal,2021,,gwh,Northern Territory,non-renewable
Brown coal,2021,,gwh,Northern Territory,non-renewable
Natural gas,2021,4561.48934202607,gwh,Northern Territory,non-renewable
Oil products,2021,461.92147464062,gwh,Northern Territory,non-renewable
Other a,2021,,gwh,Northern Territory,non-renewable
,2021,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2021,,gwh,Northern Territory,renewable
Biogas,2021,5.97555555555556,gwh,Northern Territory,renewable
Wind,2021,,gwh,Northern Territory,renewable
Hydro,2021,,gwh,Northern Territory,renewable
Large-scale solar PV,2021,46.1256944444444,gwh,Northern Territory,renewable
Small-scale solar PV,2021,230.893146778833,gwh,Northern Territory,renewable
Geothermal,2021,,gwh,Northern Territory,renewable
,2021,,gwh,Northern Territory,renewable
,2021,,gwh,Northern Territory,renewable
Black coal,2022,,gwh,Northern Territory,non-renewable
Brown coal,2022,,gwh,Northern Territory,non-renewable
Natural gas,2022,4160.22322879638,gwh,Northern Territory,non-renewable
Oil products,2022,527.22308787036,gwh,Northern Territory,non-renewable
Other a,2022,,gwh,Northern Territory,non-renewable
,2022,,gwh,Northern Territory,non-renewable
"Bagasse, wood",2022,,gwh,Northern Territory,renewable
Biogas,2022,8.9875,gwh,Northern Territory,renewable
Wind,2022,,gwh,Northern Territory,renewable
Hydro,2022,,gwh,Northern Territory,renewable
Large-scale solar PV,2022,50.8174,gwh,Northern Territory,renewable
Small-scale solar PV,2022,259.3889001,gwh,Northern Territory,renewable
Geothermal,2022,,gwh,Northern Territory,renewable
,2022,,gwh,Northern Territory,renewable
,2022,,gwh,Northern Territory,renewable
Fuel,2015,,gwh,Bioenergy breakdown,
Wood and other a,2015,,gwh,Bioenergy breakdown,
Bagasse,2015,2493.407,gwh,Bioenergy breakdown,
Municipal and industrial waste,2015,,gwh,Bioenergy breakdown,
Landfill biogas,2015,1296.487,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2015,,gwh,Bioenergy breakdown,
,2015,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2015,,gwh,Bioenergy breakdown,
Fuel,2016,,gwh,Bioenergy breakdown,
Wood and other a,2016,740.524824693286,gwh,Bioenergy breakdown,
Bagasse,2016,1435.39341772139,gwh,Bioenergy breakdown,
Municipal and industrial waste,2016,75.67190451913,gwh,Bioenergy breakdown,
Landfill biogas,2016,962.922255045793,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2016,286.033866882905,gwh,Bioenergy breakdown,
,2016,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2016,,gwh,Bioenergy breakdown,
Fuel,2017,,gwh,Bioenergy breakdown,
Wood and other a,2017,738.645366232485,gwh,Bioenergy breakdown,
Bagasse,2017,1425.12594317018,gwh,Bioenergy breakdown,
Municipal and industrial waste,2017,95.1221493847251,gwh,Bioenergy breakdown,
Landfill biogas,2017,1026.93465535385,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2017,231.85723645485,gwh,Bioenergy breakdown,
,2017,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2017,,gwh,Bioenergy breakdown,
Fuel,2018,,gwh,Bioenergy breakdown,
Wood and other a,2018,804.8672487585142,gwh,Bioenergy breakdown,
Bagasse,2018,1287.08724740279,gwh,Bioenergy breakdown,
Municipal and industrial waste,2018,60.2823976105062,gwh,Bioenergy breakdown,
Landfill biogas,2018,1079.99961852523,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2018,263.6447068161788,gwh,Bioenergy breakdown,
,2018,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2018,,gwh,Bioenergy breakdown,
Fuel,2019,,gwh,Bioenergy breakdown,
Wood and other a,2019,789.204188178015,gwh,Bioenergy breakdown,
Bagasse,2019,1166.54787024977,gwh,Bioenergy breakdown,
Municipal and industrial waste,2019,34.0120744730122,gwh,Bioenergy breakdown,
Landfill biogas,2019,1080.31361111111,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2019,281.552176532561,gwh,Bioenergy breakdown,
,2019,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2019,,gwh,Bioenergy breakdown,
Fuel,2020,,gwh,Bioenergy breakdown,
Wood and other a,2020,729.486553750778,gwh,Bioenergy breakdown,
Bagasse,2020,1207.39588555864,gwh,Bioenergy breakdown,
Municipal and industrial waste,2020,55.2874156750859,gwh,Bioenergy breakdown,
Landfill biogas,2020,1111.71275357704,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2020,242.298995395092,gwh,Bioenergy breakdown,
,2020,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2020,,gwh,Bioenergy breakdown,
Fuel,2021,,gwh,Bioenergy breakdown,
Wood and other a,2021,649.2895545227,gwh,Bioenergy breakdown,
Bagasse,2021,1111.38323479064,gwh,Bioenergy breakdown,
Municipal and industrial waste,2021,56.7783305223778,gwh,Bioenergy breakdown,
Landfill biogas,2021,1098.72707141705,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2021,274.079275417468,gwh,Bioenergy breakdown,
,2021,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2021,,gwh,Bioenergy breakdown,
Fuel,2022,,gwh,Bioenergy breakdown,
Wood and other a,2022,606.15167048122,gwh,Bioenergy breakdown,
Bagasse,2022,1010.04227896803,gwh,Bioenergy breakdown,
Municipal and industrial waste,2022,71.5257189018344,gwh,Bioenergy breakdown,
Landfill biogas,2022,1102.91045630658,gwh,Bioenergy breakdown,
Sludge biogas and biofuels b,2022,302.16330436562,gwh,Bioenergy breakdown,
,2022,,gwh,Bioenergy breakdown,
"b Includes sludge biogas, other biogas, biodiesel, ethanol.",2022,,gwh,Bioenergy breakdown,
Industry,2016,,gwh,Industry breakdown,
Mining,2016,11985.8508619115,gwh,Industry breakdown,
Manufacturing,2016,9097.95346344731,gwh,Industry breakdown,
Electricity sector,2016,227617.161695642,gwh,Industry breakdown,
Other a,2016,9316.00136250004,gwh,Industry breakdown,
,2016,,gwh,Industry breakdown,
Industry,2017,,gwh,Industry breakdown,
Mining,2017,13941.9784893935,gwh,Industry breakdown,
Manufacturing,2017,8737.37856067375,gwh,Industry breakdown,
Electricity sector,2017,227653.228464669,gwh,Industry breakdown,
Other a,2017,10723.5168932464,gwh,Industry breakdown,
,2017,,gwh,Industry breakdown,
Industry,2018,,gwh,Industry breakdown,
Mining,2018,16344.5051506658,gwh,Industry breakdown,
Manufacturing,2018,8570.49983482765,gwh,Industry breakdown,
Electricity sector,2018,226258.908996159,gwh,Industry breakdown,
Other a,2018,12852.8259990169,gwh,Industry breakdown,
,2018,,gwh,Industry breakdown,
Industry,2019,,gwh,Industry breakdown,
Mining,2019,17549.402982771,gwh,Industry breakdown,
Manufacturing,2019,8219.10825073421,gwh,Industry breakdown,
Electricity sector,2019,223327.552068017,gwh,Industry breakdown,
Other a,2019,16082.1283827204,gwh,Industry breakdown,
,2019,,gwh,Industry breakdown,
Industry,2020,,gwh,Industry breakdown,
Mining,2020,17568.4227705962,gwh,Industry breakdown,
Manufacturing,2020,7955.63315917737,gwh,Industry breakdown,
Electricity sector,2020,220192.111218658,gwh,Industry breakdown,
Other a,2020,19838.2814700311,gwh,Industry breakdown,
,2020,,gwh,Industry breakdown,
Industry,2021,,gwh,Industry breakdown,
Mining,2021,17991.8427163575,gwh,Industry breakdown,
Manufacturing,2021,7840.31431598692,gwh,Industry breakdown,
Electricity sector,2021,220182.269364287,gwh,Industry breakdown,
Other a,2021,25517.1563841414,gwh,Industry breakdown,
,2021,,gwh,Industry breakdown,
Industry,2022,,gwh,Industry breakdown,
Mining,2022,18017.158944232473,gwh,Industry breakdown,
Manufacturing,2022,7593.328076037633,gwh,Industry breakdown,
Electricity sector,2022,220370.7525468285,gwh,Industry breakdown,
Other a,2022,28493.60211495869,gwh,Industry breakdown,
,2022,,gwh,Industry breakdown,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,604.0253651653027,gwh,Industry and state,
Electricity sector,,64528.12476099154,gwh,Industry and state,
Other a,,7937.555863301772,gwh,Industry and state,
,,,gwh,Industry and state,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,704.2988498070138,gwh,Industry and state,
Electricity sector,,49080.43569272175,gwh,Industry and state,
Other a,,5183.028923320911,gwh,Industry and state,
,,,gwh,Industry and state,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,4540.810062220637,gwh,Industry and state,
Electricity sector,,58159.36580321697,gwh,Industry and state,
Other a,,8038.786277018517,gwh,Industry and state,
,,,gwh,Industry and state,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,16704.45206607855,gwh,Industry and state,
Electricity sector,,24281.844049408188,gwh,Industry and state,
Other a,,3491.9173017171925,gwh,Industry and state,
,,,gwh,Industry and state,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,380.2497994291849,gwh,Industry and state,
Electricity sector,,11885.28338804057,gwh,Industry and state,
Other a,,3243.3316824190206,gwh,Industry and state,
,,,gwh,Industry and state,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,112.73555555555,gwh,Industry and state,
Electricity sector,,10290.473686918227,gwh,Industry and state,
Other a,,301.48243795961207,gwh,Industry and state,
,,,gwh,Industry and state,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,2563.91532201387,gwh,Industry and state,
Electricity sector,,2145.2251655312466,gwh,Industry and state,
Other a,,297.49962922162285,gwh,Industry and state,
,,,gwh,Industry and state,
Industry,,,gwh,Industry and state,
Mining and Manufacturing,,25610.487020270106,gwh,Industry and state,
Electricity sector,,220370.7525468285,gwh,Industry and state,
Other a,,28493.602114958645,gwh,Industry and state,
,,,gwh,Industry and state,
